s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_Centre-1","Temp_Centre-2","Temp_Centre-3","Temp_Centre-4","Temp_Centre-5","Temp_Centre-6","Temp_Centre-7","Temp_Centre-8","Temp_Centre-9","Temp_Centre-10","Temp_Centre-11","Temp_Centre-12","Temp_Centre-13","Temp_Centre-14","Temp_Centre-15","Temp_Centre-16","Temp_Centre-17","Temp_Centre-18","Temp_Centre-19","Temp_Centre-20","Temp_Centre-21","Temp_Centre-22","Temp_Centre-23","Temp_Centre-24","Temp_Centre-25","Temp_Centre-26","Temp_Centre-27","Temp_Centre-28","Temp_Centre-29","Temp_Centre-30","Temp_Centre-31","Temp_Centre-32","Temp_Centre-33","Temp_Centre-34","Temp_Centre-35","Temp_Centre-36","Temp_Centre-37","Temp_Centre-38","Temp_Centre-39","Temp_Centre-40"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0098100E-001, 2.0000000E+001, 1.9999998E+001, 1.9999997E+001, 1.9999998E+001, 1.9999999E+001, 2.0000000E+001, 2.0000000E+001, 1.9999999E+001, 1.9999998E+001, 2.0000000E+001, 2.0000001E+001, 2.0000000E+001, 2.0000000E+001, 2.0000001E+001, 2.0000001E+001, 2.0000000E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 1.9999998E+001, 1.9999998E+001, 2.0000000E+001, 2.0000001E+001, 2.0000001E+001, 2.0000000E+001, 2.0000001E+001, 2.0000000E+001, 1.9999999E+001, 2.0000000E+001, 2.0000001E+001, 2.0000001E+001, 1.9999999E+001, 2.0000000E+001, 1.9999999E+001, 1.9999997E+001, 1.9999998E+001, 2.0000000E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001
 2.0196200E-001, 2.9862952E+001, 2.0199863E+001, 2.0000913E+001, 1.9999998E+001, 2.0000003E+001, 2.0000005E+001, 2.0000005E+001, 1.9999998E+001, 1.9999991E+001, 2.0000004E+001, 2.0000008E+001, 2.0000000E+001, 2.0000002E+001, 2.0000007E+001, 2.0000004E+001, 2.0000001E+001, 2.0000000E+001, 1.9999999E+001, 1.9999995E+001, 1.9999992E+001, 1.9999992E+001, 2.0000000E+001, 2.0000006E+001, 2.0000005E+001, 2.0000003E+001, 2.0000006E+001, 2.0000000E+001, 1.9999995E+001, 2.0000001E+001, 2.0000005E+001, 2.0000005E+001, 1.9999997E+001, 2.0000000E+001, 1.9999996E+001, 1.9999987E+001, 1.9999992E+001, 2.0000000E+001, 2.0000002E+001, 1.9999995E+001, 1.9999994E+001
 3.0294300E-001, 1.5455888E+002, 3.5682845E+001, 2.0322497E+001, 2.0004260E+001, 2.0000007E+001, 2.0000008E+001, 2.0000013E+001, 2.0000001E+001, 1.9999989E+001, 2.0000011E+001, 2.0000019E+001, 2.0000005E+001, 2.0000009E+001, 2.0000017E+001, 2.0000011E+001, 2.0000006E+001, 2.0000003E+001, 2.0000000E+001, 1.9999994E+001, 1.9999988E+001, 1.9999988E+001, 2.0000002E+001, 2.0000012E+001, 2.0000010E+001, 2.0000005E+001, 2.0000010E+001, 2.0000001E+001, 1.9999992E+001, 2.0000001E+001, 2.0000009E+001, 2.0000008E+001, 1.9999995E+001, 2.0000000E+001, 1.9999993E+001, 1.9999977E+001, 1.9999985E+001, 1.9999999E+001, 2.0000004E+001, 1.9999991E+001, 1.9999989E+001
 4.0392400E-001, 3.3516966E+002, 9.8509123E+001, 2.5814864E+001, 2.0194087E+001, 2.0005477E+001, 2.0002032E+001, 2.0001572E+001, 2.0001237E+001, 2.0000984E+001, 2.0000837E+001, 2.0000710E+001, 2.0000582E+001, 2.0000495E+001, 2.0000431E+001, 2.0000362E+001, 2.0000300E+001, 2.0000253E+001, 2.0000209E+001, 2.0000169E+001, 2.0000133E+001, 2.0000109E+001, 2.0000107E+001, 2.0000105E+001, 2.0000087E+001, 2.0000069E+001, 2.0000065E+001, 2.0000043E+001, 2.0000023E+001, 2.0000030E+001, 2.0000037E+001, 2.0000031E+001, 2.0000008E+001, 2.0000012E+001, 2.0000001E+001, 1.9999976E+001, 1.9999986E+001, 2.0000005E+001, 2.0000011E+001, 1.9999991E+001, 1.9999988E+001
 5.3699906E-001, 5.0487884E+002, 2.6284456E+002, 6.4282765E+001, 2.4008150E+001, 2.0210976E+001, 2.0020862E+001, 2.0012553E+001, 2.0009754E+001, 2.0007801E+001, 2.0006394E+001, 2.0005292E+001, 2.0004412E+001, 2.0003702E+001, 2.0003129E+001, 2.0002635E+001, 2.0002211E+001, 2.0001864E+001, 2.0001559E+001, 2.0001299E+001, 2.0001082E+001, 2.0000898E+001, 2.0000768E+001, 2.0000659E+001, 2.0000549E+001, 2.0000447E+001, 2.0000380E+001, 2.0000300E+001, 2.0000229E+001, 2.0000203E+001, 2.0000182E+001, 2.0000149E+001, 2.0000099E+001, 2.0000088E+001, 2.0000060E+001, 2.0000016E+001, 2.0000018E+001, 2.0000037E+001, 2.0000039E+001, 2.0000008E+001, 2.0000000E+001
 6.2937417E-001, 5.1467350E+002, 4.6521531E+002, 2.0997380E+002, 5.0769050E+001, 2.2804315E+001, 2.0189305E+001, 2.0045481E+001, 2.0032442E+001, 2.0025819E+001, 2.0020953E+001, 2.0017208E+001, 2.0014365E+001, 2.0012010E+001, 2.0010107E+001, 2.0008482E+001, 2.0007136E+001, 2.0006011E+001, 2.0005043E+001, 2.0004202E+001, 2.0003537E+001, 2.0002920E+001, 2.0002465E+001, 2.0002062E+001, 2.0001725E+001, 2.0001410E+001, 2.0001173E+001, 2.0000951E+001, 2.0000758E+001, 2.0000647E+001, 2.0000545E+001, 2.0000444E+001, 2.0000335E+001, 2.0000280E+001, 2.0000216E+001, 2.0000133E+001, 2.0000115E+001, 2.0000120E+001, 2.0000109E+001, 2.0000060E+001, 2.0000039E+001
 7.1300635E-001, 5.4265757E+002, 5.5360569E+002, 4.7107458E+002, 1.9284149E+002, 4.4650742E+001, 2.2072234E+001, 2.0169363E+001, 2.0059656E+001, 2.0044978E+001, 2.0036037E+001, 2.0029309E+001, 2.0024366E+001, 2.0020276E+001, 2.0017009E+001, 2.0014210E+001, 2.0011957E+001, 2.0010064E+001, 2.0008449E+001, 2.0007024E+001, 2.0005936E+001, 2.0004878E+001, 2.0004118E+001, 2.0003421E+001, 2.0002873E+001, 2.0002346E+001, 2.0001941E+001, 2.0001583E+001, 2.0001273E+001, 2.0001081E+001, 2.0000899E+001, 2.0000730E+001, 2.0000566E+001, 2.0000468E+001, 2.0000369E+001, 2.0000250E+001, 2.0000211E+001, 2.0000202E+001, 2.0000178E+001, 2.0000112E+001, 2.0000079E+001
 8.1292191E-001, 7.3942955E+002, 7.2965669E+002, 7.1132853E+002, 6.0819670E+002, 3.5245844E+002, 9.7740152E+001, 2.7292243E+001, 2.0458223E+001, 2.0086870E+001, 2.0059398E+001, 2.0047279E+001, 2.0038872E+001, 2.0032066E+001, 2.0026719E+001, 2.0022165E+001, 2.0018602E+001, 2.0015606E+001, 2.0013086E+001, 2.0010838E+001, 2.0009170E+001, 2.0007501E+001, 2.0006331E+001, 2.0005226E+001, 2.0004401E+001, 2.0003588E+001, 2.0002957E+001, 2.0002416E+001, 2.0001953E+001, 2.0001654E+001, 2.0001365E+001, 2.0001107E+001, 2.0000870E+001, 2.0000716E+001, 2.0000573E+001, 2.0000405E+001, 2.0000339E+001, 2.0000309E+001, 2.0000268E+001, 2.0000182E+001, 2.0000133E+001
